facilityId,facilityName,concat_address,typeOfFacility,categoryOfFacility,origin_lat,origin_long,google_lat,google_long
FA0001776,PEARL ST GRILL 1  (MOBILE),2510 47TH ST UNIT 9E BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.02539, -105.244192,40.026162,-105.2427945
FA0005081,COUSINS KITCHENS (MOBILE),1255 CENTAUR VILLAGE DR Lafayette CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.988502, -105.108265,39.9881389,-105.1088567
FA0005021,LE FRIGO,5360 ARAPAHOE AVE UNIT B2 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014606, -105.227901,40.0137711,-105.2278653
FA0005022,PROTOS PIZZA,5378 GUNBARRELL CENTER CT UNIT 1 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.071947, -105.199521,40.0722129,-105.1993634
FA0004995,PEARL STREET GRILL (COMMISSARY),2510 47TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.02539, -105.244192,40.026162,-105.2427945
FA0000303,COURTYARD LOUISVILLE MARRIOTT,948 W DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.959795, -105.162022,39.9588916,-105.1635883
FA0005299,GROWING GARDENS,1630 HAWTORN AVE Boulder CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.034995, -105.276805,40.0342053,-105.2759756
FA0005384,OSAKAS RESTAURANT,2460 CANYON BLVD UNIT 1 Boulder CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.01738, -105.262223,40.0168709,-105.26276
FA0005196,LONGMONT PUBLIC HOUSE,1111 FRANCIS ST UNIT A LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,40.178058, -105.116533,40.178069,-105.1170238
FA0005212,EMBASSY SUITES BOULDER,2601 CANYON BLVD BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.017467, -105.259513,40.0181589,-105.2601158
FA0004686,COMMUNITY FOOD SHARE,650 S TAYLOR AVE LOUISVILLE CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,39.960103, -105.120164,39.9597417,-105.1192259
FA0005165,MOES BROADWAY BAGEL,1057 COURTESY RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.980232, -105.127869,39.9800112,-105.1288977
FA0002205,PHUKET,1156 W DILLON RD UNIT 4 LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.961875, -105.166753,39.960672,-105.1668774
FA0005440,BREW,802 S PUBLIC RD UNIT B Lafayette CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,39.990902, -105.090481,39.9910066,-105.090221
FA0000176,CENTENNIAL PEAKS HOSPITAL,2255 S 88TH AVE LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,RESIDENTIAL FACILITIES,39.951111, -105.147859,39.9520207,-105.1480533
FA0005416,GARDENSIDE GRILL,1800 PLAZA DR LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,RESIDENTIAL FACILITIES,39.989697, -105.123509,39.9899893,-105.1226521
FA0005143,LONGS PEAK HOSPITAL,1750 E KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,40.162172,-105.058116
FA0005280,TACO BELL,36 E KEN PRATT BLVD Longmont CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,40.1525312,-105.0916115
FA0005377,FRONT RANGE COMMUNITY COLLEGE (PANTRY),2121 MILLER DR Longmont CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.139361, -105.12854,40.1391717,-105.1274345
FA0005449,WHOLE SOL BLEND BAR,1420 PEARL ST Boulder CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0185, -105.2771,40.01820439999999,-105.2766922
FA0005414,EFAA,1575 YARMOUTH AVE BOULDER CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.058251, -105.277769,40.0584715,-105.2777082
FA0005402,TIP TOP SAVORY PIES LLC,105-A N PUBLIC RD Lafayette CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,39.99875, -105.090459,39.9986822,-105.0910589
FA0004970,MENTAL HEALTH PARTNERS RYAN WELLNESS CENTER,1000 ALPINE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,DAY TREATMENT PROGRAM,40.025515, -105.284054,40.0253234,-105.2842087
FA0005279,VOLCAN AZUL (MOBILE),600 COFFMAN ST Longmont CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.169396, -105.103819,40.1692156,-105.1034823
FA0005473,ALTAVITA INDEPENDENT LIVING,1002 ALTA VITA CT LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,RESIDENTIAL FACILITIES,40.149859, -105.137485,40.1494709,-105.1364528
FA0005424,BIG LOTS #4685,2151 MAIN ST Longmont CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.196883, -105.102412,40.1972884,-105.1026221
FA0005494,ROSATIS CHICAGO PIZZA,1067 COURTESY RD Louisville CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.98035, -105.127871,39.9803249,-105.1284121
FA0005326,BOULDER COUNTY AIDS PROJECT (PANTRY),2118 14TH ST Boulder CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.019717, -105.27781,40.01994080000001,-105.2776077
