facility_name_plus,violations
BOULDER - KIMS FOOD TO GO - 1121 BROADWAY ST UNIT 103,2013-11-14 - food labeling/protection - original container properly labeled_2013-11-14 - food temperature control - cold hold at 41 degrees or less_2013-11-14 - personnel - hygienic practices_2016-02-19 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-02-19 - poisons/toxins - properly labeled_2016-02-19 - equipment/utensil cleaning - manual_
BOULDER - KITCHEN THE - 1039 PEARL ST,2014-05-21 - food temperature control - cold hold at 41 degrees or less_2014-05-21 - food temperature control - adequate equipment to maintain food temperatures_2015-09-08 - food temperature control - cold hold at 41 degrees or less_2017-05-30 - food temperature control - cold hold at 41 degrees or less_
BOULDER - KOREA HOUSE - 2750 GLENWOOD DR UNIT 4,2016-02-10 - food source - cross contamination_2016-02-10 - equipment/utensil cleaning - mechanical_2017-09-27 - water/sewage/plumbing - plumbing installed maintained_2017-09-27 - equipment/utensil cleaning - mechanical_2017-09-27 - food labeling/protection - food protected from contamination_
BOULDER - KTS BBQ - 2660 BROADWAY ST,2015-01-12 - equipment design/contstruction - food-contact surfaces construction_2016-12-27 - personnel - smoking eating drinking_2016-12-27 - pest control - animals prohibited_2016-12-27 - food source - consumer advisory_2018-09-14 - personnel - hands washed as needed_2018-09-14 - food temperature control - cooling methods_2018-09-14 - personnel - no bare hand contact_2018-09-14 - food temperature control - cold hold at 41 degrees or less_2019-06-24 - personnel - procedures for responding to vomiting and diarrheal events_2019-06-24 - personnel - certified food protection manager_
BOULDER - KTS BBQ - 7464 ARAPAHOE RD,"2015-07-14 - toilets/handwashing - adequate number location design_2015-07-14 - equipment/utensil cleaning - non-food contact surfaces cleaning_2015-07-14 - physical facilities - floors walls ceilings_2015-07-14 - water/sewage/plumbing - hot and cold water under pressure_2015-07-14 - water/sewage/plumbing - plumbing installed maintained_2017-04-11 - equipment/utensil cleaning - chemical test kits provided accessible_2017-04-11 - physical facilities - floors walls ceilings_2017-04-11 - utensils - equipment utensils provided used, stored_2017-04-11 - toilets/handwashing - adequate number location design_2017-04-11 - equipment/utensil cleaning - non-food contact surfaces cleaning_2017-04-11 - food temperature control - food thermometer_2017-04-11 - water/sewage/plumbing - plumbing installed maintained_2019-10-24 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-24 - personnel - certified food protection manager_2019-10-24 - food temperature control - thermometer provided & accurate_2019-10-24 - physical facilities - physical facilities installed, maintained, & clean_2019-10-24 - food temperature control - approved thawing methods used_2019-10-24 - food temperature control - proper reheating procedures for hot holding_"
BOULDER - KU CHA TEA - 1211 PEARL ST,2017-05-12 - equipment design/contstruction - non-food contact surfaces construction_2017-05-12 - poisons/toxins - properly labeled_2017-05-12 - utensils - single service articles stored dispensed used_
BOULDER - KUNG FU TEA - 1121 BROADWAY ST UNIT 102,2016-02-29 - toilets/handwashing - adequate number location design_2016-02-29 - water/sewage/plumbing - hot and cold water under pressure_2016-02-29 - personnel - smoking eating drinking_2018-04-04 - equipment design/contstruction - non-food contact surfaces construction_2018-04-04 - personnel - hygienic practices_2018-04-04 - equipment/utensil cleaning - chemical test kits provided accessible_2018-04-04 - toilets/handwashing - soap and drying devices_2018-04-04 - physical facilities - floors walls ceilings_2018-04-04 - food labeling/protection - food protected from contamination_2018-04-04 - equipment design/contstruction - food-contact surfaces construction_2018-04-04 - food source - cross contamination_2018-04-04 - food temperature control - food thermometer_2018-04-04 - personnel - training needed_
BOULDER - LA CHOZA #2 - 4457 N BROADWAY ST,2014-08-18 - food temperature control - cold hold at 41 degrees or less_2014-08-18 - toilets/handwashing - soap and drying devices_2014-08-18 - food labeling/protection - food protected from contamination_2015-05-29 - physical facilities - floors walls ceilings_2016-11-30 - personnel - smoking eating drinking_2016-11-30 - food temperature control - cold hold at 41 degrees or less_2017-11-28 - poisons/toxins - properly used_2017-11-28 - food source - cross contamination_2018-04-16 - food source - cross contamination_2018-04-16 - personnel - smoking eating drinking_2018-04-16 - personnel - hands washed as needed_2018-11-28 - pest control - pesticide application_2018-11-28 - food source - cross contamination_2019-08-20 - food temperature control - proper cooling time and temperature_2019-08-20 - personnel - hands clean & properly washed_
BOULDER - LA CHOZA #3 - 1203 13TH ST UNIT A,2015-02-10 - toilets/handwashing - soap and drying devices_2018-04-19 - food temperature control - rapidly reheat to 165 degrees or greater_2018-04-19 - food source - cross contamination_2018-04-19 - personnel - smoking eating drinking_2018-04-19 - toilets/handwashing - soap and drying devices_2018-04-19 - food temperature control - cold hold at 41 degrees or less_2018-04-19 - personnel - hands washed as needed_2018-04-19 - food source - consumer advisory_2018-04-19 - poisons/toxins - properly used_2018-04-19 - utensils - no reuse of single service articles_2019-02-04 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-02-04 - personnel - hands clean & properly washed_2019-02-04 - equipment/utensil cleaning - wiping cloths; properly used & stored_2019-02-04 - water/sewage/plumbing - hot & cold water available; adequate pressure_2019-02-04 - food source - proper date marking and disposition_2019-02-04 - personnel - procedures for responding to vomiting and diarrheal events_2019-02-04 - food temperature control - thermometer provided & accurate_2019-02-04 - food labeling/protection - food separated and protected_2019-02-04 - personnel - certified food protection manager_
BOULDER - LA CHOZA (MOBILE) - 4557 N BROADWAY ST,2013-06-18 - food temperature control - cold hold at 41 degrees or less_2013-06-18 - equipment/utensil cleaning - food contact surfaces cleaning_2013-06-18 - food source - cross contamination_2013-06-18 - personnel - hygienic practices_2013-06-18 - equipment design/contstruction - non-food contact surfaces construction_2013-06-18 - personnel - hands washed as needed_2013-06-18 - physical facilities - ventilation_2013-06-18 - water/sewage/plumbing - sewage disposal_2013-06-18 - water/sewage/plumbing - plumbing installed maintained_2013-06-18 - physical facilities - floors walls ceilings_2013-06-18 - equipment/utensil cleaning - non-food contact surfaces cleaning_2016-04-15 - water/sewage/plumbing - hot and cold water under pressure_2016-04-15 - personnel - hands washed as needed_2016-04-15 - personnel - hygienic practices_2016-04-15 - toilets/handwashing - soap and drying devices_2016-07-14 - toilets/handwashing - soap and drying devices_2016-07-14 - personnel - hygienic practices_2017-10-25 - water/sewage/plumbing - hot and cold water under pressure_2017-10-25 - personnel - smoking eating drinking_2017-10-25 - personnel - hands washed as needed_2017-10-25 - food source - cross contamination_2017-10-25 - food source - consumer advisory_2017-10-25 - food temperature control - hot hold at 135 degrees farenheit or greater_2017-10-25 - food temperature control - cold hold at 41 degrees or less_2017-10-25 - personnel - hygienic practices_2017-10-25 - food temperature control - adequate equipment to maintain food temperatures_
BOULDER - LA FAMILIA (MOBILE) - 4920 PEARL ST UNIT C/D,2018-05-22 - food labeling/protection - food protected from contamination_2018-05-22 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-05-22 - personnel - training needed_2018-05-22 - food temperature control - cold hold at 41 degrees or less_2018-05-22 - physical facilities - premises maintained_2018-05-22 - water/sewage/plumbing - hot and cold water under pressure_2018-05-22 - personnel - hygienic practices_2019-10-15 - food source - proper date marking and disposition_2019-10-15 - personnel - procedures for responding to vomiting and diarrheal events_
BOULDER - LA MARIPOSA MARGARITA HOUSE MEXICAN RESTAURANT - 2845 28TH AVE,2013-08-12 - poisons/toxins - properly labeled_2013-08-12 - food temperature control - cold hold at 41 degrees or less_2013-08-12 - food labeling/protection - food protected from contamination_2013-08-12 - personnel - smoking eating drinking_2013-08-12 - physical facilities - lighting_2013-08-12 - personnel - training needed_2013-08-12 - food temperature control - adequate equipment to maintain food temperatures_2013-08-12 - physical facilities - locker rooms_2013-08-12 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-02-23 - personnel - hands washed as needed_2016-02-23 - food source - cross contamination_2018-12-17 - personnel - hygienic practices_2018-12-17 - food temperature control - adequate equipment to maintain food temperatures_2018-12-17 - food source - cross contamination_2018-12-17 - water/sewage/plumbing - plumbing installed maintained_2018-12-17 - poisons/toxins - properly labeled_2018-12-17 - food temperature control - cold hold at 41 degrees or less_2018-12-17 - equipment design/contstruction - food-contact surfaces construction_2018-12-17 - personnel - no bare hand contact_2019-11-20 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-11-20 - personnel - no bare hand contact with rte food or a pre-approved alternative procedure properly allowed_2019-11-20 - personnel - hands clean & properly washed_
BOULDER - LA PUPUSA LOCA (MOBILE) - 637 S BROADWAY ST UNIT G1,"2013-12-04 - food temperature control - cold hold at 41 degrees or less_2016-06-29 - toilets/handwashing - soap and drying devices_2019-10-21 - personnel - certified food protection manager_2019-10-21 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-21 - physical facilities - physical facilities installed, maintained, & clean_2019-10-21 - personnel - procedures for responding to vomiting and diarrheal events_"
BOULDER - LAUGHING GOAT COFFEE HOUSE - 1709 PEARL ST,2014-04-18 - poisons/toxins - properly used_2014-04-18 - water/sewage/plumbing - backflow back siphonage_2015-03-11 - food temperature control - food thermometer_2015-03-11 - poisons/toxins - properly labeled_2015-03-11 - personnel - hands washed as needed_2015-03-11 - food temperature control - adequate equipment to maintain food temperatures_2015-03-11 - equipment/utensil cleaning - mechanical_2015-03-11 - food temperature control - cold hold at 41 degrees or less_2016-03-21 - poisons/toxins - properly labeled_2019-06-05 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-06-05 - personnel - procedures for responding to vomiting and diarrheal events_2019-06-05 - personnel - certified food protection manager_2019-06-05 - food temperature control - proper cold holding temperatures_
BOULDER - LAUGHING GOAT NORLIN - 1720 PLEASANT ST,2014-07-01 - food temperature control - adequate equipment to maintain food temperatures_2014-07-01 - food temperature control - cold hold at 41 degrees or less_2014-07-01 - equipment/utensil cleaning - mechanical_2014-07-01 - personnel - hygienic practices_2016-08-08 - personnel - smoking eating drinking_2016-08-08 - food temperature control - cold hold at 41 degrees or less_2016-08-08 - food temperature control - food thermometer_2018-06-28 - food temperature control - food thermometer_2019-10-02 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-02 - personnel - hands clean & properly washed_
BOULDER - LAWLESS CRAIGS - 2450 KITTRIDGE LOOP DR,2013-10-01 - poisons/toxins - properly labeled_2019-10-02 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-02 - food source - proper date marking and disposition_2019-10-02 - physical facilities - adequate ventilation & lighting; designated areas used_2019-10-02 - personnel - certified food protection manager_2019-10-02 - water/sewage/plumbing - plumbing installed; proper backflow devices_
BOULDER - LE FRENCH CAFE - 2525 ARAPAHOE AVE UNIT C1,2014-08-05 - food temperature control - cold hold at 41 degrees or less_2014-08-05 - personnel - training needed_2014-08-05 - toilets/handwashing - accessible_2016-07-28 - food temperature control - cold hold at 41 degrees or less_2018-04-19 - personnel - no bare hand contact_2018-04-19 - personnel - hygienic practices_2018-04-19 - food temperature control - cold hold at 41 degrees or less_2018-10-12 - personnel - no bare hand contact_2018-10-12 - personnel - hands washed as needed_2019-04-16 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-04-16 - personnel - procedures for responding to vomiting and diarrheal events_
BOULDER - LE FRIGO - 5360 ARAPAHOE AVE UNIT B2,2017-04-11 - poisons/toxins - properly labeled_2017-04-11 - food labeling/protection - food protected from contamination_2017-04-11 - poisons/toxins - properly stored_
BOULDER - LE PEEP - 2525 ARAPAHOE AVE E50,2014-08-14 - personnel - smoking eating drinking_2014-08-14 - food source - cross contamination_2016-10-27 - personnel - smoking eating drinking_2016-10-27 - personnel - hands washed as needed_2018-11-08 - physical facilities - premises maintained_2018-11-08 - food temperature control - refrigeration units with accurate thermometers_2018-11-08 - personnel - hands washed as needed_2018-11-08 - equipment design/contstruction - non-food contact surfaces construction_2018-11-08 - equipment design/contstruction - food-contact surfaces construction_2018-11-08 - food source - wholesome free of spoilage_2018-11-08 - physical facilities - locker rooms_2018-11-08 - poisons/toxins - properly labeled_2018-11-08 - personnel - smoking eating drinking_2018-11-08 - poisons/toxins - properly stored_2018-11-08 - physical facilities - floors walls ceilings_2018-11-08 - equipment/utensil cleaning - food contact surfaces cleaning_
BOULDER - LEAF VEGETARIAN RESTAURANT - 1710 PEARL ST,"2014-04-03 - food source - haccp plan_2014-04-03 - food temperature control - refrigeration units with accurate thermometers_2014-04-03 - personnel - no bare hand contact_2014-04-03 - food labeling/protection - original container properly labeled_2014-04-03 - personnel - training needed_2014-04-03 - food source - consumer advisory_2014-04-03 - personnel - hands washed as needed_2014-04-03 - food source - approved source_2014-04-03 - utensils - equipment utensils provided used, stored_2014-04-03 - water/sewage/plumbing - plumbing installed maintained_2016-03-29 - food source - cross contamination_2016-03-29 - poisons/toxins - properly labeled_2016-03-29 - food temperature control - cold hold at 41 degrees or less_2019-01-22 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-01-22 - equipment/utensil cleaning - warewashing facilities: installed, maintained, & used; test strips_2019-01-22 - poisons/toxins - toxic substances properly identified, stored & used_"
BOULDER - LEVY BOULDER PIZZA CO (MOBILE) - 2085 COLORADO BLVD,2014-09-13 - personnel - smoking eating drinking_2014-09-13 - food temperature control - hot hold at 135 degrees farenheit or greater_2014-09-13 - personnel - training needed_2015-10-03 - personnel - smoking eating drinking_2016-10-15 - food temperature control - cold hold at 41 degrees or less_2017-09-09 - personnel - hygienic practices_
BOULDER - LEVY FOLSOM FIELD HOT PREP KITCHEN 6TH FLOOR (CU) - 2400 COLORADO AVE RM 680,2014-09-13 - personnel - hygienic practices_2014-09-13 - toilets/handwashing - soap and drying devices_2014-09-13 - personnel - training needed_2016-10-15 - water/sewage/plumbing - backflow back siphonage_2017-09-09 - food temperature control - hot hold at 135 degrees farenheit or greater_
BOULDER - LEVY IPF 1 (MOBILE) - 2400 COLORADO AVE,2017-03-06 - personnel - hands washed as needed_2017-09-09 - water/sewage/plumbing - hot and cold water under pressure_
BOULDER - LEVY MOTIONS (MOBILE) - 950 REGENT DR,2014-09-13 - personnel - hands washed as needed_2014-09-13 - personnel - training needed_2014-09-13 - toilets/handwashing - accessible_2014-09-13 - water/sewage/plumbing - hot and cold water under pressure_2015-10-17 - toilets/handwashing - adequate number location design_2016-10-15 - food temperature control - hot hold at 135 degrees farenheit or greater_2017-09-09 - water/sewage/plumbing - hot and cold water under pressure_2017-09-09 - toilets/handwashing - accessible_
BOULDER - LINDSAYS BOULDER DELI AT HAAGEN DAZ - 1148 PEARL ST,"2013-08-13 - personnel - smoking eating drinking_2013-08-13 - personnel - hygienic practices_2013-08-13 - toilets/handwashing - soap and drying devices_2014-12-11 - physical facilities - lighting_2014-12-11 - personnel - smoking eating drinking_2014-12-11 - food temperature control - adequate equipment to maintain food temperatures_2014-12-11 - food temperature control - cold hold at 41 degrees or less_2014-12-11 - food labeling/protection - food protected from contamination_2014-12-11 - physical facilities - floors walls ceilings_2014-12-11 - equipment design/contstruction - non-food contact surfaces construction_2015-04-29 - personnel - smoking eating drinking_2017-04-14 - food temperature control - rapidly reheat to 165 degrees or greater_2017-04-14 - poisons/toxins - properly labeled_2017-04-14 - personnel - smoking eating drinking_2019-01-15 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-01-15 - poisons/toxins - toxic substances properly identified, stored & used_2019-01-15 - food source - proper date marking and disposition_"
BOULDER - LITTLE TIBET RESTAURANT - 4479 N BROADWAY ST,"2013-06-11 - water/sewage/plumbing - hot and cold water under pressure_2013-06-11 - pest control - pesticide application_2013-06-11 - poisons/toxins - properly stored_2013-09-20 - food temperature control - rapidly reheat to 165 degrees or greater_2013-09-20 - food source - wholesome free of spoilage_2013-09-20 - food source - consumer advisory_2016-11-16 - personnel - smoking eating drinking_2019-01-08 - personnel - certified food protection manager_2019-01-08 - food labeling/protection - food separated and protected_2019-01-08 - equipment/utensil cleaning - wiping cloths; properly used & stored_2019-01-08 - poisons/toxins - toxic substances properly identified, stored & used_2019-01-08 - food source - proper date marking and disposition_2019-01-08 - food temperature control - thermometer provided & accurate_"
BOULDER - LOGANS ESPRESSO CAFE - 3980 BROADWAY ST UNIT 101,2016-12-20 - equipment/utensil cleaning - mechanical_
BOULDER - LOLLICUP BOULDER - 1142 13TH ST,2015-02-10 - toilets/handwashing - soap and drying devices_2015-11-03 - equipment design/contstruction - food-contact surfaces construction_2015-11-03 - food labeling/protection - food protected from contamination_2015-11-03 - personnel - training needed_2015-11-03 - physical facilities - floors walls ceilings_2015-11-03 - food temperature control - refrigeration units with accurate thermometers_2015-11-03 - food temperature control - cold hold at 41 degrees or less_2015-11-03 - physical facilities - ventilation_2015-11-03 - food temperature control - food thermometer_2015-11-03 - food temperature control - adequate equipment to maintain food temperatures_2017-05-06 - food temperature control - cold hold at 41 degrees or less_2017-05-06 - personnel - hygienic practices_
BOULDER - LONCHERA LOS PAISAS (MOBILE) - 3141 28TH ST,2016-05-02 - equipment design/contstruction - food-contact surfaces construction_2016-05-02 - food labeling/protection - food protected from contamination_2016-05-02 - equipment/utensil cleaning - chemical test kits provided accessible_2016-05-02 - water/sewage/plumbing - hot and cold water under pressure_2016-05-02 - utensils - single service articles stored dispensed used_2016-05-02 - personnel - hygienic practices_2016-05-02 - equipment/utensil cleaning - wiping cloths_2016-05-02 - toilets/handwashing - soap and drying devices_2016-05-02 - personnel - training needed_2016-05-02 - water/sewage/plumbing - plumbing installed maintained_2016-05-02 - personnel - hands washed as needed_2019-04-03 - personnel - certified food protection manager_2019-04-03 - personnel - procedures for responding to vomiting and diarrheal events_2019-04-03 - food temperature control - proper hot holding temperatures_2019-04-03 - food temperature control - proper cold holding temperatures_2019-04-03 - water/sewage/plumbing - hot & cold water available; adequate pressure_2019-04-03 - food temperature control - thermometer provided & accurate_2019-04-03 - food labeling/protection - food separated and protected_
BOULDER - LOS DOS BROS #1 (MOBILE) - 6341 ARAPAHOE AVE,2016-07-14 - personnel - hygienic practices_2016-07-14 - toilets/handwashing - soap and drying devices_2016-07-14 - water/sewage/plumbing - hot and cold water under pressure_2019-11-15 - personnel - procedures for responding to vomiting and diarrheal events_2019-11-15 - personnel - certified food protection manager_
BOULDER - LUCILES CREOLE CAFE - 2124 14TH ST,2015-04-01 - toilets/handwashing - accessible_2015-04-01 - poisons/toxins - properly stored_2015-04-01 - personnel - smoking eating drinking_2017-03-07 - poisons/toxins - properly labeled_2017-03-07 - equipment/utensil cleaning - manual_2017-03-07 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-07-13 - food temperature control - cold hold at 41 degrees or less_
BOULDER - LUCKYS CAFE - 3980 BROADWAY ST,2013-05-30 - food temperature control - cold hold at 41 degrees or less_2016-08-17 - food source - consumer advisory_2016-08-17 - personnel - no bare hand contact_
BOULDER - LUCKYS MARKET BAKEHOUSE - 3990 BROADWAY ST,"2013-05-30 - utensils - equipment utensils provided used, stored_2013-05-30 - food labeling/protection - food protected from contamination_2013-05-30 - food temperature control - cold hold at 41 degrees or less_2016-08-17 - personnel - smoking eating drinking_2018-05-30 - personnel - smoking eating drinking_2018-05-30 - personnel - hygienic practices_2018-05-30 - food labeling/protection - food protected from contamination_"
BOULDER - MAD GREENS - 1805 29TH ST UNIT 1144,2014-08-19 - food temperature control - cold hold at 41 degrees or less_2014-08-19 - personnel - hands washed as needed_2016-06-02 - water/sewage/plumbing - backflow back siphonage_2016-06-02 - personnel - smoking eating drinking_2016-06-02 - food temperature control - cold hold at 41 degrees or less_2018-11-08 - food temperature control - cold hold at 41 degrees or less_2018-11-08 - food temperature control - hot hold at 135 degrees farenheit or greater_
BOULDER - MATEO - 1837 PEARL ST,2014-06-30 - toilets/handwashing - soap and drying devices_2014-06-30 - water/sewage/plumbing - hot and cold water under pressure_2014-06-30 - food temperature control - cold hold at 41 degrees or less_2014-06-30 - food source - consumer advisory_2016-12-22 - food temperature control - cold hold at 41 degrees or less_2016-12-22 - personnel - hands washed as needed_2016-12-22 - water/sewage/plumbing - hot and cold water under pressure_2016-12-22 - food source - cross contamination_2016-12-22 - personnel - no bare hand contact_2016-12-22 - toilets/handwashing - adequate number location design_2018-05-21 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-05-21 - equipment/utensil cleaning - mechanical_2018-05-21 - personnel - hygienic practices_2018-05-21 - food temperature control - cold hold at 41 degrees or less_2018-05-21 - personnel - smoking eating drinking_2018-05-21 - toilets/handwashing - soap and drying devices_2018-05-21 - personnel - no bare hand contact_2018-05-21 - personnel - hands washed as needed_2018-05-21 - food source - cross contamination_
BOULDER - MAY WAH RESTAURANT - 2500 BASELINE RD,"2013-09-19 - food labeling/protection - food protected from contamination_2013-09-19 - equipment design/contstruction - non-food contact surfaces construction_2013-09-19 - physical facilities - floors walls ceilings_2015-06-11 - toilets/handwashing - soap and drying devices_2015-06-11 - physical facilities - floors walls ceilings_2015-06-11 - food labeling/protection - original container properly labeled_2015-06-11 - pest control - evidence of insects or rodents_2015-06-11 - utensils - no reuse of single service articles_2015-06-11 - food labeling/protection - food protected from contamination_2015-06-11 - food temperature control - cold hold at 41 degrees or less_2017-04-13 - food source - cross contamination_2017-04-13 - toilets/handwashing - soap and drying devices_2017-04-13 - food temperature control - cold hold at 41 degrees or less_2019-06-07 - pest control - personal cleanliness_2019-06-07 - food source - proper date marking and disposition_2019-06-07 - personnel - procedures for responding to vomiting and diarrheal events_2019-06-07 - food source - contamination prevented during food preparation, storage & display_2019-06-07 - pest control - contamination prevented during food preparation, storage & display_2019-06-07 - personnel - certified food protection manager_2019-06-07 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-06-07 - personnel - personal cleanliness_"
BOULDER - MCDEVITT TACO SUPPLY (MOBILE) - 4800 BASELINE RD UNIT C110,2018-05-31 - food temperature control - food thermometer_2018-05-31 - toilets/handwashing - soap and drying devices_
BOULDER - MCDEVITT TACO SUPPLY - 4800 BASELINE RD UNIT C110,2017-11-01 - water/sewage/plumbing - backflow back siphonage_2017-11-01 - food temperature control - cold hold at 41 degrees or less_2018-10-15 - toilets/handwashing - soap and drying devices_2018-10-15 - food source - wholesome free of spoilage_
BOULDER - MCDONALDS 0109 - 1800 28TH ST,"2014-10-07 - poisons/toxins - properly stored_2014-10-07 - water/sewage/plumbing - hot and cold water under pressure_2014-10-07 - utensils - equipment utensils provided used, stored_2014-10-07 - toilets/handwashing - accessible_2016-05-10 - water/sewage/plumbing - backflow back siphonage_2017-04-18 - water/sewage/plumbing - backflow back siphonage_"
BOULDER - META BURGER - 1905 S 29TH ST UNIT 1174,2014-05-14 - food temperature control - cold hold at 41 degrees or less_2016-06-02 - personnel - hands washed as needed_2016-06-02 - food temperature control - cold hold at 41 degrees or less_2017-09-28 - water/sewage/plumbing - backflow back siphonage_2017-09-28 - toilets/handwashing - soap and drying devices_2019-06-04 - personnel - procedures for responding to vomiting and diarrheal events_
BOULDER - MODMARKET - 1600 28TH ST UNIT 1212,2013-10-08 - toilets/handwashing - accessible_2016-03-03 - water/sewage/plumbing - backflow back siphonage_2019-07-03 - equipment/utensil cleaning - non-food contact surfaces clean_2019-07-03 - water/sewage/plumbing - hot & cold water available; adequate pressure_2019-07-03 - personnel - certified food protection manager_
BOULDER - MOES BROADWAY BAGEL - 2650 BROADWAY ST,2013-02-01 - pest control - pesticide application_2013-02-01 - personnel - training needed_2016-12-27 - personnel - hands washed as needed_2019-04-22 - food source - proper date marking and disposition_2019-04-22 - personnel - procedures for responding to vomiting and diarrheal events_2019-04-22 - personnel - certified food protection manager_2019-04-22 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_
BOULDER - MOES BROADWAY BAGEL - 3075 ARAPAHOE RD,"2014-06-19 - personnel - hygienic practices_2014-06-19 - pest control - evidence of insects or rodents_2016-05-04 - toilets/handwashing - accessible_2016-05-04 - personnel - hygienic practices_2016-05-04 - water/sewage/plumbing - backflow back siphonage_2019-01-17 - food source - proper date marking and disposition_2019-01-17 - personnel - procedures for responding to vomiting and diarrheal events_2019-01-17 - poisons/toxins - toxic substances properly identified, stored & used_"
BOULDER - MOES BROADWAY BAGEL - 3267 28TH ST,2014-05-28 - water/sewage/plumbing - backflow back siphonage_2015-06-23 - equipment/utensil cleaning - manual_2015-06-23 - toilets/handwashing - soap and drying devices_2015-06-23 - water/sewage/plumbing - backflow back siphonage_2015-06-23 - personnel - hygienic practices_2017-03-02 - water/sewage/plumbing - backflow back siphonage_
BOULDER - MOES BROADWAY BAGEL - 637 S BROADWAY ST UNIT G2,2014-12-03 - personnel - smoking eating drinking_2014-12-03 - poisons/toxins - properly stored_2014-12-03 - equipment/utensil cleaning - manual_2017-04-08 - personnel - hygienic practices_2017-04-08 - food temperature control - hot hold at 135 degrees farenheit or greater_
BOULDER - MOES ORIGINAL BBQ - 675 30TH ST,2014-11-10 - poisons/toxins - properly stored_2014-11-10 - poisons/toxins - properly labeled_2014-11-10 - personnel - hygienic practices_2014-11-10 - personnel - smoking eating drinking_2016-06-27 - personnel - smoking eating drinking_2016-06-27 - personnel - hygienic practices_2016-06-27 - personnel - hands washed as needed_2016-06-27 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-01-18 - food labeling/protection - food protected from contamination_2018-01-18 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-01-18 - personnel - hands washed as needed_2018-01-18 - food source - wholesome free of spoilage_
BOULDER - MOJO TAQUERIA - 2785 IRIS AVE,2014-04-10 - personnel - smoking eating drinking_2014-04-10 - food source - consumer advisory_2014-04-10 - personnel - no bare hand contact_2014-04-10 - food source - cross contamination_2017-10-20 - personnel - smoking eating drinking_2017-10-20 - personnel - hands washed as needed_2017-10-20 - personnel - hygienic practices_2019-06-27 - personnel - procedures for responding to vomiting and diarrheal events_2019-06-27 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_
BOULDER - MOTHERLODE CAFE - 6315 LOOKOUT RD,2016-10-19 - pest control - pesticide application_2016-10-19 - personnel - hands washed as needed_2016-10-19 - physical facilities - lighting_2016-10-19 - toilets/handwashing - soap and drying devices_2016-10-19 - food source - cross contamination_2016-10-19 - water/sewage/plumbing - plumbing installed maintained_2016-10-19 - physical facilities - floors walls ceilings_2016-10-19 - personnel - smoking eating drinking_
BOULDER - MOTOMAKI - 1600 28TH ST UNIT 1216,2014-12-18 - food labeling/protection - food protected from contamination_2014-12-18 - physical facilities - floors walls ceilings_2016-06-17 - water/sewage/plumbing - backflow back siphonage_2019-06-14 - personnel - procedures for responding to vomiting and diarrheal events_2019-06-14 - water/sewage/plumbing - plumbing installed; proper backflow devices_2019-06-14 - food temperature control - proper hot holding temperatures_
BOULDER - MOUNTAIN SUN PUB & BREWERY - 1535 PEARL ST,2015-08-18 - food temperature control - adequate equipment to maintain food temperatures_2015-08-18 - equipment/utensil cleaning - mechanical_2015-08-18 - food temperature control - cold hold at 41 degrees or less_2017-03-27 - toilets/handwashing - soap and drying devices_2017-03-27 - food temperature control - cold hold at 41 degrees or less_
BOULDER - MT EVEREST CUISINE - 4800 BASELINE RD UNIT A107,"2013-07-31 - equipment design/contstruction - food-contact surfaces construction_2013-07-31 - personnel - hands washed as needed_2013-07-31 - food temperature control - cold hold at 41 degrees or less_2013-07-31 - utensils - equipment utensils provided used, stored_2013-07-31 - food labeling/protection - food protected from contamination_2015-04-24 - food temperature control - cooling methods_2015-04-24 - food source - wholesome free of spoilage_2015-04-24 - food temperature control - cold hold at 41 degrees or less_2015-04-24 - water/sewage/plumbing - plumbing installed maintained_2015-04-24 - utensils - single service articles stored dispensed used_2015-04-24 - equipment/utensil cleaning - non-food contact surfaces cleaning_2017-10-05 - personnel - smoking eating drinking_2017-10-05 - personnel - hands washed as needed_2017-10-05 - personnel - hygienic practices_"
